,BHK,Rent,Size,Area Type,City,Furnishing Status,Tenant Preferred,Bathroom,floor,area
2420,3.0,67500,300,Carpet Area,Delhi,Furnished,Bachelors,3.0,1,Greater Kailash 2
2421,3.0,50000,1670,Super Area,Delhi,Semi-Furnished,Both,3.0,3,Model Town
2422,1.0,13000,550,Carpet Area,Delhi,Semi-Furnished,Bachelors,1.0,1,Saket
2423,1.0,12000,350,Carpet Area,Delhi,Semi-Furnished,Bachelors,1.0,4,Chhattarpur
2424,2.0,16000,650,Carpet Area,Delhi,Semi-Furnished,Both,2.0,2,Chhattarpur
2425,2.0,13000,70,Super Area,Delhi,Semi-Furnished,Both,1.0,1,Vikaspuri
2426,2.0,29000,100,Carpet Area,Delhi,Semi-Furnished,Both,2.0,1,other
2427,3.0,18000,800,Super Area,Delhi,Unfurnished,Both,1.0,2,other
2428,2.0,8500,60,Super Area,Delhi,Unfurnished,Both,1.0,2,Najafgarh
2429,3.0,27000,2000,Carpet Area,Delhi,Semi-Furnished,Both,2.0,1,other
2430,2.0,18000,600,Carpet Area,Delhi,Unfurnished,Both,2.0,1,Arjun Nagar
2431,1.0,11500,450,Carpet Area,Delhi,Semi-Furnished,Bachelors,1.0,3,other
2432,2.0,67500,2175,Carpet Area,Delhi,Unfurnished,Bachelors,3.0,1,Defence Colony
2433,2.0,15500,600,Carpet Area,Delhi,Unfurnished,Bachelors,2.0,1,other
2434,4.0,55000,2000,Carpet Area,Delhi,Semi-Furnished,Both,3.0,2,other
2435,2.0,20000,800,Super Area,Delhi,Semi-Furnished,Both,2.0,3,Malviya Nagar
2436,3.0,35000,170,Carpet Area,Delhi,Unfurnished,Both,2.0,4,other
2437,2.0,38000,150,Carpet Area,Delhi,Unfurnished,Both,2.0,0,Malviya Nagar
2438,2.0,16000,650,Carpet Area,Delhi,Unfurnished,Both,2.0,3,other
2439,3.0,50000,1250,Carpet Area,Delhi,Semi-Furnished,Both,3.0,2,other
2440,1.0,9500,600,Super Area,Delhi,Semi-Furnished,Both,2.0,2,Chhattarpur
2441,4.0,67500,2100,Carpet Area,Delhi,Semi-Furnished,Both,3.5,3,other
2442,1.0,10000,450,Super Area,Delhi,Unfurnished,Bachelors,1.0,3,other
2443,2.0,25000,100,Carpet Area,Delhi,Unfurnished,Bachelors,2.0,2,Lajpat Nagar 1
2444,1.0,30000,650,Super Area,Delhi,Furnished,Both,1.0,3,Lajpat Nagar
2445,2.0,12000,48,Super Area,Delhi,Unfurnished,Both,2.0,1,other
2446,2.0,16500,550,Carpet Area,Delhi,Semi-Furnished,Both,2.0,4,other
2447,1.0,4500,240,Super Area,Delhi,Unfurnished,Both,1.0,1,other
2448,2.0,30000,700,Carpet Area,Delhi,Semi-Furnished,Bachelors,2.0,3,other
2449,1.0,12000,48,Super Area,Delhi,Semi-Furnished,Both,1.0,1,other
2450,2.0,23000,100,Super Area,Delhi,Unfurnished,Both,2.0,0,other
2451,3.0,67500,1901,Super Area,Delhi,Semi-Furnished,Both,3.0,6,other
2452,1.0,5500,50,Carpet Area,Delhi,Unfurnished,Both,1.0,1,other
2453,3.0,35000,1300,Carpet Area,Delhi,Semi-Furnished,Bachelors,3.0,3,other
2454,2.0,9000,145,Super Area,Delhi,Unfurnished,Both,2.0,1,Palam
2455,2.0,22000,800,Carpet Area,Delhi,Unfurnished,Both,3.0,2,Arjun Nagar
2456,3.0,35000,1100,Super Area,Delhi,Semi-Furnished,Both,3.5,1,other
2457,1.0,12000,450,Super Area,Delhi,Semi-Furnished,Both,1.0,2,other
2458,2.0,6000,300,Carpet Area,Delhi,Unfurnished,Both,1.0,3,other
2459,2.0,22000,1040,Carpet Area,Delhi,Semi-Furnished,Bachelors,3.0,1,other
2460,1.0,5000,25,Carpet Area,Delhi,Unfurnished,Both,1.0,2,other
2461,2.0,20500,900,Super Area,Delhi,Semi-Furnished,Both,2.0,0,other
2462,2.0,7500,1100,Super Area,Delhi,Unfurnished,Both,1.0,3,other
2463,2.0,5500,380,Super Area,Delhi,Unfurnished,Both,2.0,1,other
2464,3.0,25000,450,Carpet Area,Delhi,Semi-Furnished,Bachelors,2.0,2,other
2465,1.0,13000,550,Carpet Area,Delhi,Semi-Furnished,Bachelors,1.0,3,Lajpat Nagar 4
2466,1.0,5000,180,Super Area,Delhi,Semi-Furnished,Both,1.0,0,other
2467,3.0,40000,1650,Carpet Area,Delhi,Semi-Furnished,Both,2.0,1,other
2468,1.0,12500,250,Super Area,Delhi,Furnished,Both,1.0,1,other
2469,1.0,6000,400,Carpet Area,Delhi,Unfurnished,Both,1.0,0,other
2470,2.0,15500,900,Carpet Area,Delhi,Semi-Furnished,Both,2.0,0,other
2471,3.0,67500,1900,Super Area,Delhi,Furnished,Both,3.0,2,Malviya Nagar
2472,3.0,36000,892,Carpet Area,Delhi,Unfurnished,Both,2.0,2,Gautam Nagar
2473,1.0,13000,400,Carpet Area,Delhi,Semi-Furnished,Bachelors,1.0,0,Chhattarpur Enclave
2474,3.0,45000,100,Carpet Area,Delhi,Unfurnished,Bachelors,2.0,1,other
2475,2.0,2000,60,Super Area,Delhi,Unfurnished,Both,1.0,1,other
2476,2.0,28000,80,Super Area,Delhi,Semi-Furnished,Both,2.0,1,Janakpuri
2477,2.0,9000,450,Carpet Area,Delhi,Semi-Furnished,Both,1.0,2,Laxmi Nagar
2478,1.0,12000,520,Carpet Area,Delhi,Semi-Furnished,Both,1.0,3,other
2479,1.0,13000,350,Super Area,Delhi,Furnished,Both,1.0,1,other
2480,2.0,11000,600,Carpet Area,Delhi,Semi-Furnished,Bachelors,2.0,2,Aya Nagar
2481,3.0,35000,950,Carpet Area,Delhi,Furnished,Bachelors,2.0,1,Karol Bagh
2482,2.0,10000,450,Carpet Area,Delhi,Semi-Furnished,Both,1.0,1,Laxmi Nagar
2483,1.0,20000,450,Carpet Area,Delhi,Semi-Furnished,Bachelors,1.0,1,Karol Bagh
2484,2.0,25000,850,Carpet Area,Delhi,Semi-Furnished,Bachelors,2.0,2,Karol Bagh
2485,1.0,8000,200,Carpet Area,Delhi,Unfurnished,Bachelors,1.0,3,kst chattarpur Apartments
2486,4.0,67500,2175,Carpet Area,Delhi,Semi-Furnished,Both,3.5,1,Safdarjung Development Area
2487,3.0,36000,1500,Carpet Area,Delhi,Semi-Furnished,Both,3.0,2,other
2488,2.0,12000,700,Super Area,Delhi,Unfurnished,Both,2.0,0,other
2489,1.0,8500,530,Super Area,Delhi,Unfurnished,Both,1.0,0,other
2490,3.0,17000,800,Carpet Area,Delhi,Unfurnished,Bachelors,2.0,2,kst chattarpur Apartments
2491,1.0,7500,45,Super Area,Delhi,Semi-Furnished,Both,1.0,1,Laxmi Nagar
2492,1.0,16000,900,Super Area,Delhi,Furnished,Both,1.0,3,Kalkaji
2493,1.0,9000,450,Super Area,Delhi,Unfurnished,Both,1.0,1,Mehrauli
2494,2.0,8000,650,Super Area,Delhi,Unfurnished,Both,1.0,1,other
2495,2.0,45000,900,Super Area,Delhi,Furnished,Both,2.0,2,Lajpat Nagar 1
2496,2.0,27000,900,Carpet Area,Delhi,Furnished,Both,2.0,4,other
2497,2.0,14000,120,Super Area,Delhi,Semi-Furnished,Both,2.0,1,Dwarka Mor
2498,2.0,14000,600,Carpet Area,Delhi,Unfurnished,Bachelors,2.0,2,kst chattarpur Apartments
2499,2.0,14000,615,Carpet Area,Delhi,Unfurnished,Both,2.0,2,Laxmi Nagar
2500,1.0,7500,225,Carpet Area,Delhi,Semi-Furnished,Both,1.0,0,other
2501,1.0,10000,800,Carpet Area,Delhi,Unfurnished,Bachelors,1.0,1,Paryavaran Complex
2502,1.0,7000,400,Carpet Area,Delhi,Semi-Furnished,Bachelors,1.0,4,Aya Nagar
2503,1.0,25000,800,Super Area,Delhi,Furnished,Both,2.0,4,other
2504,2.0,9000,60,Super Area,Delhi,Semi-Furnished,Both,1.0,1,Mehrauli
2505,3.0,22000,1000,Super Area,Delhi,Unfurnished,Both,2.0,1,other
2506,3.0,10000,75,Super Area,Delhi,Unfurnished,Both,1.0,4,other
2507,3.0,11000,800,Super Area,Delhi,Unfurnished,Both,2.0,1,other
2508,1.0,12500,200,Super Area,Delhi,Furnished,Both,1.0,3,Kamla Nagar
2509,3.0,15000,800,Carpet Area,Delhi,Unfurnished,Bachelors,2.0,2,kst chattarpur Apartments
2510,2.0,35000,80,Super Area,Delhi,Unfurnished,Both,2.0,1,Kamla Nagar
2511,2.0,35000,900,Super Area,Delhi,Unfurnished,Family,2.0,2,Lajpat Nagar
2512,2.0,52000,1125,Super Area,Delhi,Furnished,Both,2.0,2,Saket
2513,3.0,15000,900,Super Area,Delhi,Unfurnished,Both,2.0,3,Dwarka Mor
2514,2.0,32000,1100,Carpet Area,Delhi,Unfurnished,Bachelors,2.0,3,Rajouri Garden
2515,1.0,11500,400,Carpet Area,Delhi,Unfurnished,Both,1.0,2,Lajpat Nagar 4
2516,3.0,45000,713,Carpet Area,Delhi,Furnished,Both,3.0,1,other
2517,2.0,16000,700,Carpet Area,Delhi,Unfurnished,Bachelors,1.0,4,Shadipur
2518,2.0,20000,1000,Carpet Area,Delhi,Semi-Furnished,Both,2.0,2,other
2519,1.0,7000,54,Super Area,Delhi,Semi-Furnished,Both,1.0,3,other
2520,3.0,67500,200,Carpet Area,Delhi,Unfurnished,Bachelors,3.0,3,Shivalik
2521,1.0,15000,200,Super Area,Delhi,Furnished,Both,1.0,4,other
2522,2.0,22000,800,Super Area,Delhi,Furnished,Both,2.0,3,Chhattarpur
2523,2.0,32000,1000,Super Area,Delhi,Unfurnished,Both,2.0,1,Lajpat Nagar 1
2524,2.0,20000,500,Carpet Area,Delhi,Semi-Furnished,Bachelors,2.0,4,other
2525,1.0,35000,300,Super Area,Delhi,Semi-Furnished,Both,1.0,3,Rajouri Garden
2526,2.0,35000,900,Carpet Area,Delhi,Unfurnished,Both,2.0,0,Lajpat Nagar 1
2527,3.0,65000,240,Carpet Area,Delhi,Unfurnished,Both,3.0,1,Saket
2528,2.0,15000,650,Carpet Area,Delhi,Semi-Furnished,Both,2.0,0,other
2529,3.0,12000,950,Carpet Area,Delhi,Semi-Furnished,Bachelors,2.0,3,other
2530,1.0,8000,500,Super Area,Delhi,Semi-Furnished,Both,1.0,0,other
2531,1.0,11000,500,Super Area,Delhi,Semi-Furnished,Both,1.0,2,other
2532,2.0,12000,450,Super Area,Delhi,Semi-Furnished,Both,2.0,4,other
2533,4.0,67500,2175,Carpet Area,Delhi,Semi-Furnished,Both,3.5,0,other
2534,2.0,24000,150,Super Area,Delhi,Semi-Furnished,Both,1.0,1,Paschim Vihar
2535,1.0,20000,400,Carpet Area,Delhi,Furnished,Both,1.0,3,Lajpat Nagar 4
2536,3.0,16000,100,Super Area,Delhi,Furnished,Both,2.0,3,other
2537,1.0,15000,400,Carpet Area,Delhi,Semi-Furnished,Both,1.0,3,Lajpat Nagar 4
2538,2.0,28500,900,Carpet Area,Delhi,Semi-Furnished,Both,2.0,0,Paschim Vihar
2539,3.0,30000,1350,Super Area,Delhi,Semi-Furnished,Family,3.0,1,other
2540,1.0,16000,500,Super Area,Delhi,Semi-Furnished,Both,1.0,1,Laxmi Nagar
2541,3.0,67500,1700,Carpet Area,Delhi,Furnished,Bachelors,3.0,1,Shivalik
2542,1.0,11000,400,Carpet Area,Delhi,Unfurnished,Both,1.0,2,Lajpat Nagar 4
2543,2.0,21000,110,Super Area,Delhi,Semi-Furnished,Both,1.0,2,other
2544,3.0,10500,1200,Super Area,Delhi,Semi-Furnished,Both,2.0,1,Najafgarh
2545,2.0,15000,50,Carpet Area,Delhi,Semi-Furnished,Both,2.0,2,other
2546,3.0,16000,100,Super Area,Delhi,Semi-Furnished,Both,2.0,2,other
2547,2.0,45000,1000,Super Area,Delhi,Furnished,Both,2.0,2,other
2548,1.0,6000,63,Super Area,Delhi,Furnished,Both,1.0,4,other
2549,3.0,40000,1800,Super Area,Delhi,Semi-Furnished,Both,2.0,0,Vasant Kunj
2550,2.0,36000,1440,Carpet Area,Delhi,Semi-Furnished,Bachelors,2.0,2,Chittaranjan Park
2551,2.0,12000,55,Super Area,Delhi,Unfurnished,Both,2.0,0,Uttam Nagar
2552,3.0,45000,1500,Carpet Area,Delhi,Unfurnished,Bachelors,3.0,1,other
2553,2.0,20000,400,Super Area,Delhi,Unfurnished,Both,1.0,3,other
2554,3.0,10000,100,Carpet Area,Delhi,Furnished,Both,2.0,1,other
2555,2.0,5000,500,Super Area,Delhi,Unfurnished,Both,1.0,1,other
2556,2.0,8000,100,Super Area,Delhi,Unfurnished,Both,2.0,0,other
2557,2.0,13000,455,Super Area,Delhi,Unfurnished,Both,1.0,1,other
2558,2.0,15000,80,Carpet Area,Delhi,Semi-Furnished,Both,1.0,3,other
2559,2.0,7500,450,Super Area,Delhi,Unfurnished,Both,1.0,0,Burari
2560,1.0,6000,400,Super Area,Delhi,Unfurnished,Both,1.0,0,other
2561,4.0,67500,300,Super Area,Delhi,Unfurnished,Both,3.5,1,Vasant Kunj
2562,2.0,12000,700,Super Area,Delhi,Semi-Furnished,Both,2.0,2,other
2563,2.0,10000,600,Super Area,Delhi,Semi-Furnished,Both,2.0,4,Mohan Garden
2564,2.0,10000,800,Super Area,Delhi,Semi-Furnished,Both,2.0,2,other
2565,2.0,12000,950,Super Area,Delhi,Unfurnished,Both,2.0,2,other
2566,2.0,15000,450,Super Area,Delhi,Semi-Furnished,Both,1.0,4,Shadipur
2567,1.0,10000,450,Carpet Area,Delhi,Unfurnished,Both,1.0,1,other
2568,2.0,12000,68,Super Area,Delhi,Unfurnished,Both,1.0,3,Uttam Nagar
2569,2.0,14500,850,Carpet Area,Delhi,Unfurnished,Both,2.0,2,other
2570,2.0,18500,1000,Super Area,Delhi,Semi-Furnished,Both,2.0,3,other
2571,1.0,24000,600,Carpet Area,Delhi,Furnished,Bachelors,1.0,4,Rajouri Garden
2572,2.0,11000,65,Super Area,Delhi,Unfurnished,Both,1.0,0,other
2573,3.0,52000,1700,Carpet Area,Delhi,Semi-Furnished,Bachelors,3.0,1,Vasant Kunj
2574,3.0,67500,1800,Carpet Area,Delhi,Semi-Furnished,Both,3.0,0,other
2575,2.0,12000,1000,Super Area,Delhi,Semi-Furnished,Both,1.0,3,Uttam Nagar
2576,2.0,22000,900,Carpet Area,Delhi,Semi-Furnished,Bachelors,2.0,2,Patparganj
2577,4.0,67500,2175,Super Area,Delhi,Semi-Furnished,Both,3.5,1,other
2578,2.0,20000,75,Super Area,Delhi,Unfurnished,Both,2.0,1,other
2579,3.0,45000,200,Carpet Area,Delhi,Semi-Furnished,Bachelors,3.0,1,other
2580,1.0,8000,200,Carpet Area,Delhi,Unfurnished,Bachelors,1.0,2,kst chattarpur Apartments
2581,1.0,8000,200,Carpet Area,Delhi,Unfurnished,Bachelors,1.0,2,kst chattarpur Apartments
2582,2.0,9500,450,Carpet Area,Delhi,Semi-Furnished,Both,1.0,3,Laxmi Nagar
2583,2.0,25000,750,Carpet Area,Delhi,Furnished,Bachelors,2.0,1,Karol Bagh
2584,2.0,12000,400,Carpet Area,Delhi,Unfurnished,Bachelors,1.0,1,kst chattarpur Apartments
2585,2.0,24000,84,Carpet Area,Delhi,Semi-Furnished,Bachelors,2.0,1,Paschim Vihar
2586,2.0,27000,90,Super Area,Delhi,Unfurnished,Both,2.0,2,other
2587,2.0,18000,90,Super Area,Delhi,Semi-Furnished,Both,2.0,2,other
2588,2.0,17000,500,Super Area,Delhi,Semi-Furnished,Both,2.0,1,Lajpat Nagar
2589,2.0,15000,75,Super Area,Delhi,Unfurnished,Both,2.0,4,other
2590,1.0,13000,512,Carpet Area,Delhi,Furnished,Both,1.0,1,Patel Nagar West
2591,3.0,67500,1500,Carpet Area,Delhi,Semi-Furnished,Bachelors,3.0,1,Vasant Kunj
2592,1.0,14000,446,Super Area,Delhi,Unfurnished,Both,1.0,2,other
2593,3.0,32000,1100,Super Area,Delhi,Semi-Furnished,Both,2.0,4,other
2594,1.0,4000,125,Super Area,Delhi,Unfurnished,Both,1.0,1,other
2595,3.0,67500,1800,Super Area,Delhi,Furnished,Both,3.0,3,Gautam Nagar
2596,3.0,20000,1300,Super Area,Delhi,Unfurnished,Both,2.0,1,Chhattarpur
2597,3.0,30000,2000,Super Area,Delhi,Semi-Furnished,Family,2.0,6,other
2598,2.0,67500,1200,Carpet Area,Delhi,Furnished,Bachelors,2.0,2,Greater Kailash 1
2599,3.0,19500,125,Super Area,Delhi,Unfurnished,Bachelors,2.0,1,Uttam Nagar
2600,2.0,18000,730,Carpet Area,Delhi,Unfurnished,Both,2.0,2,Arjun Nagar
2601,2.0,25000,160,Carpet Area,Delhi,Semi-Furnished,Both,2.0,3,other
2602,2.0,18000,1000,Super Area,Delhi,Unfurnished,Both,2.0,0,other
2603,1.0,10000,450,Super Area,Delhi,Furnished,Both,1.0,1,Paschim Vihar
2604,2.0,12000,75,Super Area,Delhi,Furnished,Both,2.0,2,Mehrauli
2605,3.0,25000,2000,Super Area,Delhi,Semi-Furnished,Bachelors,3.0,1,other
2606,4.0,40000,2175,Super Area,Delhi,Unfurnished,Bachelors,3.0,4,other
2607,2.0,30000,1800,Super Area,Delhi,Semi-Furnished,Bachelors,2.0,0,other
2608,3.0,29000,1800,Super Area,Delhi,Unfurnished,Family,3.0,0,other
2609,3.0,35000,2175,Super Area,Delhi,Unfurnished,Both,3.0,2,other
2610,3.0,21000,2175,Carpet Area,Delhi,Semi-Furnished,Both,2.0,0,other
2611,3.0,31000,900,Carpet Area,Delhi,Semi-Furnished,Both,2.0,3,Surajmal Vihar
2612,2.0,8000,75,Super Area,Delhi,Unfurnished,Both,1.0,2,Chhattarpur
2613,2.0,15500,75,Super Area,Delhi,Semi-Furnished,Both,2.0,2,Saket
2614,3.0,32000,1800,Carpet Area,Delhi,Semi-Furnished,Both,3.0,3,other
2615,3.0,30000,160,Carpet Area,Delhi,Semi-Furnished,Both,3.0,2,Surajmal Vihar
2616,4.0,42000,2175,Carpet Area,Delhi,Semi-Furnished,Bachelors,3.5,2,other
2617,3.0,20500,1050,Carpet Area,Delhi,Furnished,Both,2.0,3,Laxmi Nagar
2618,3.0,60000,1800,Super Area,Delhi,Furnished,Both,3.0,2,Sarvodaya Enclave
2619,2.0,67500,2175,Super Area,Delhi,Furnished,Both,2.0,1,Greater Kailash 2
2620,1.0,16000,499,Carpet Area,Delhi,Semi-Furnished,Family,1.0,2,other
2621,1.0,8500,450,Carpet Area,Delhi,Unfurnished,Bachelors,1.0,3,other
2622,1.0,14000,60,Super Area,Delhi,Unfurnished,Both,1.0,3,Paryavaran Complex
2623,3.0,67500,2175,Super Area,Delhi,Unfurnished,Both,3.0,0,Defence Colony
2624,2.0,8000,130,Super Area,Delhi,Unfurnished,Both,1.0,0,other
2625,3.0,12500,650,Super Area,Delhi,Semi-Furnished,Both,1.0,3,other
2626,2.0,14000,100,Super Area,Delhi,Unfurnished,Both,1.0,3,Janakpuri
2627,2.0,6000,45,Super Area,Delhi,Unfurnished,Both,1.0,2,other
2628,2.0,10000,600,Super Area,Delhi,Unfurnished,Both,2.0,2,other
2629,3.0,15000,800,Super Area,Delhi,Unfurnished,Both,1.0,0,other
2630,3.0,8000,1500,Carpet Area,Delhi,Unfurnished,Both,3.0,1,other
2631,1.0,10000,30,Super Area,Delhi,Furnished,Both,1.0,1,Mahipalpur
2632,1.0,8500,55,Super Area,Delhi,Unfurnished,Both,1.0,0,other
2633,2.0,25000,900,Carpet Area,Delhi,Semi-Furnished,Both,2.0,0,other
2634,2.0,13000,1000,Carpet Area,Delhi,Unfurnished,Both,1.0,1,other
2635,1.0,6000,360,Super Area,Delhi,Semi-Furnished,Both,1.0,1,Ghitorni
2636,1.0,7000,450,Super Area,Delhi,Furnished,Both,1.0,1,Mohan Garden
2637,2.0,22000,900,Super Area,Delhi,Semi-Furnished,Both,2.0,4,other
2638,2.0,40000,1100,Super Area,Delhi,Furnished,Both,2.0,2,other
2639,2.0,22000,700,Super Area,Delhi,Furnished,Both,2.0,0,other
2640,1.0,4500,400,Super Area,Delhi,Unfurnished,Both,1.0,1,other
2641,3.0,15000,950,Super Area,Delhi,Unfurnished,Both,2.0,0,other
2642,3.0,67500,2175,Super Area,Delhi,Semi-Furnished,Both,3.5,1,Defence Colony
2643,2.0,23000,950,Carpet Area,Delhi,Unfurnished,Both,2.0,3,other
2644,3.0,45000,1100,Super Area,Delhi,Semi-Furnished,Both,3.0,1,Chittaranjan Park
2645,1.0,15000,497,Carpet Area,Delhi,Unfurnished,Both,1.0,3,Lajpat Nagar 4
2646,3.0,13000,100,Super Area,Delhi,Semi-Furnished,Both,2.0,3,other
2647,2.0,10000,70,Super Area,Delhi,Semi-Furnished,Both,2.0,1,other
2648,2.0,10000,55,Super Area,Delhi,Unfurnished,Both,2.0,2,other
2649,1.0,6500,300,Super Area,Delhi,Unfurnished,Both,1.0,4,East Of Kailash
2650,1.0,7000,400,Carpet Area,Delhi,Unfurnished,Bachelors,1.0,2,other
2651,2.0,7000,500,Super Area,Delhi,Semi-Furnished,Both,2.0,2,other
2652,4.0,17401,650,Super Area,Delhi,Furnished,Both,2.0,4,Patel Nagar West
2653,1.0,5500,630,Super Area,Delhi,Furnished,Both,1.0,0,Uttam Nagar
2654,1.0,20000,450,Super Area,Delhi,Unfurnished,Family,1.0,1,DS 19
2655,2.0,7000,500,Super Area,Delhi,Semi-Furnished,Both,1.0,1,Mahipalpur
2656,4.5,67500,200,Carpet Area,Delhi,Unfurnished,Bachelors,3.5,2,Safdarjung Development Area
2657,2.0,13000,95,Super Area,Delhi,Semi-Furnished,Both,1.0,1,other
2658,4.0,60000,272,Carpet Area,Delhi,Furnished,Bachelors,3.0,0,Model Town
2659,2.0,17000,800,Carpet Area,Delhi,Unfurnished,Both,2.0,2,Rohini Sector 24
2660,2.0,16000,50,Super Area,Delhi,Unfurnished,Both,2.0,2,other
2661,1.0,9500,400,Super Area,Delhi,Furnished,Both,1.0,2,other
2662,1.0,5000,450,Super Area,Delhi,Unfurnished,Both,1.0,0,other
2663,3.0,27000,1800,Carpet Area,Delhi,Semi-Furnished,Both,3.0,2,other
2664,3.0,29000,1800,Carpet Area,Delhi,Semi-Furnished,Both,3.0,2,other
2665,3.0,29000,2000,Carpet Area,Delhi,Semi-Furnished,Both,3.0,1,other
2666,4.0,37000,2175,Carpet Area,Delhi,Semi-Furnished,Both,3.5,2,AGCR Enclave
2667,4.0,36000,2175,Carpet Area,Delhi,Semi-Furnished,Both,3.0,2,AGCR Enclave
2668,3.0,35000,1800,Carpet Area,Delhi,Semi-Furnished,Bachelors,3.0,4,Surajmal Vihar
2669,4.0,42000,2175,Carpet Area,Delhi,Semi-Furnished,Bachelors,3.5,2,other
2670,3.0,37000,1800,Carpet Area,Delhi,Semi-Furnished,Both,3.0,1,other
2671,3.0,30000,1800,Carpet Area,Delhi,Semi-Furnished,Both,3.0,2,Surajmal Vihar
2672,3.0,20000,1200,Super Area,Delhi,Semi-Furnished,Both,2.0,2,Ghitorni
2673,1.0,8500,600,Carpet Area,Delhi,Semi-Furnished,Bachelors,1.0,1,other
2674,1.0,11000,350,Super Area,Delhi,Furnished,Both,1.0,2,other
2675,2.0,14000,100,Super Area,Delhi,Semi-Furnished,Both,2.0,2,Dwarka
2676,3.0,55000,1800,Carpet Area,Delhi,Unfurnished,Both,3.0,1,Malviya Nagar
2677,2.0,25000,900,Carpet Area,Delhi,Semi-Furnished,Bachelors,2.0,3,other
2678,3.0,20500,1150,Carpet Area,Delhi,Unfurnished,Both,2.0,3,Laxmi Nagar
2679,4.0,28000,1400,Carpet Area,Delhi,Semi-Furnished,Both,2.0,2,Rohini Sector 24
2680,1.0,5000,500,Super Area,Delhi,Semi-Furnished,Both,1.0,0,Mahavir Enclave Part 1
2681,4.0,35000,300,Carpet Area,Delhi,Semi-Furnished,Both,3.0,2,AGCR Enclave
2682,3.0,30000,1800,Carpet Area,Delhi,Semi-Furnished,Both,3.0,2,other
2683,1.0,10000,500,Carpet Area,Delhi,Unfurnished,Both,1.0,3,Neb Sarai
2684,1.0,11000,500,Super Area,Delhi,Unfurnished,Both,1.0,0,other
2685,2.0,17000,80,Super Area,Delhi,Semi-Furnished,Both,2.0,1,Mayur Vihar Phase 1 Extension
2686,2.0,35000,1000,Super Area,Delhi,Semi-Furnished,Bachelors,2.0,2,Kalkaji
2687,3.0,30000,1600,Super Area,Delhi,Unfurnished,Both,2.0,6,other
2688,4.0,30000,1800,Super Area,Delhi,Semi-Furnished,Both,3.5,6,other
2689,2.0,13000,400,Carpet Area,Delhi,Semi-Furnished,Both,2.0,0,Rohini Sector 24
2690,2.0,13000,900,Super Area,Delhi,Semi-Furnished,Both,2.0,0,Chhattarpur
2691,1.0,11000,480,Carpet Area,Delhi,Unfurnished,Both,1.0,4,East Of Kailash
2692,1.0,13000,180,Carpet Area,Delhi,Unfurnished,Bachelors,1.0,2,Lajpat Nagar 1
2693,2.0,33000,1000,Carpet Area,Delhi,Unfurnished,Bachelors,2.0,1,other
2694,3.0,25000,1120,Super Area,Delhi,Unfurnished,Both,2.0,2,other
2695,3.0,67500,1800,Carpet Area,Delhi,Semi-Furnished,Bachelors,3.0,2,Saket
2696,3.0,30000,1200,Carpet Area,Delhi,Semi-Furnished,Both,2.0,1,Vikaspuri
2697,1.0,9000,550,Super Area,Delhi,Semi-Furnished,Both,1.0,1,other
2698,2.0,14500,1400,Super Area,Delhi,Unfurnished,Bachelors,1.0,3,other
2699,3.0,50000,1600,Carpet Area,Delhi,Semi-Furnished,Bachelors,2.0,2,other
2700,1.0,20000,650,Carpet Area,Delhi,Semi-Furnished,Both,1.0,1,Mayur Vihar 1
2701,4.0,15000,120,Super Area,Delhi,Furnished,Both,3.5,0,other
2702,2.0,7500,450,Carpet Area,Delhi,Unfurnished,Both,1.0,1,Mahavir Enclave Part 1
2703,1.0,13500,520,Super Area,Delhi,Furnished,Both,1.0,0,Uttam Nagar
2704,1.0,14000,850,Super Area,Delhi,Semi-Furnished,Bachelors,1.0,2,Paschim Vihar
2705,2.0,18000,850,Carpet Area,Delhi,Semi-Furnished,Bachelors,2.0,1,Saket
2706,2.0,14000,585,Carpet Area,Delhi,Semi-Furnished,Both,1.0,2,Pandav Nagar
2707,3.0,65000,1600,Carpet Area,Delhi,Furnished,Both,2.0,0,East Of Kailash
2708,2.0,22000,950,Super Area,Delhi,Unfurnished,Both,2.0,2,Mayur Vihar Phase 1 Extension
2709,1.0,4000,120,Super Area,Delhi,Unfurnished,Both,1.0,1,Najafgarh
2710,2.0,10000,500,Super Area,Delhi,Semi-Furnished,Both,1.0,3,other
2711,1.0,7500,200,Carpet Area,Delhi,Unfurnished,Bachelors,1.0,2,kst chattarpur Apartments
2712,1.0,17000,550,Super Area,Delhi,Semi-Furnished,Both,1.0,2,other
2713,1.0,18000,650,Carpet Area,Delhi,Semi-Furnished,Both,1.0,2,Gautam Nagar
2714,4.0,67500,2175,Carpet Area,Delhi,Unfurnished,Bachelors,3.5,6,other
2715,1.0,10000,50,Super Area,Delhi,Furnished,Both,1.0,3,Mahipalpur
2716,2.0,15000,550,Carpet Area,Delhi,Unfurnished,Both,1.0,4,other
2717,2.0,16500,90,Super Area,Delhi,Semi-Furnished,Both,2.0,4,DS 19
2718,3.0,67500,2175,Super Area,Delhi,Semi-Furnished,Both,3.0,1,Defence Colony
2719,1.0,7500,150,Carpet Area,Delhi,Furnished,Both,1.0,4,other
2720,2.0,6000,450,Super Area,Delhi,Unfurnished,Both,1.0,1,other
2721,2.0,18000,750,Carpet Area,Delhi,Unfurnished,Bachelors,2.0,4,Mahavir Enclave Part 1
2722,2.0,18000,975,Super Area,Delhi,Semi-Furnished,Both,1.0,0,Janakpuri
